뉴스제목,주가변동
코스피·코스닥 하락 마감…개인 1600억 순매도,0
코스피 0.19% 하락 3007 마감…코스닥 1000선 다시 내줘,0
외인·기관 매도세에 이틀만에 1000선 붕괴,0
"코스피, 개인 매도세에 하락…코스닥 1000선 후퇴",0
"달러화 강세+국내증시 하락…환율, 사흘 만에 상승",0
美 장기금리 상승에 투자 심리 위축,0
"코스피 강보합 출발해 3,010선...천스닥은 다시 무너져",0
"美증시, 기업 호실적에 강세...""국내 증시도 상승 출발 전망""",0
"달러 약세에도 매수 실수요…환율, 사흘만에 상승 전망",0
비트코인 6만6000달러 돌파 '최고치'…누리호 발사,0
다우 0.43% ↑ 나스닥 0.05 ↓···국제유가 또 최고가,0
기업 호실적+비트코인 최고가…다우지수 훨훨 날았다,0
기업 호실적 주시하며 일제히 상승,0
"넷플릭스, 새 제작사 인수…후속작 기대",0
상승 출발…獨 DAX 0.45%↑,0
"코스피, 외국인·기관 동반 매수에 1% 가까이 상승···미국발 훈풍 영향",0
'외인·기관 사자' 코스피 0.9% 올라 3040선…천스닥 회복,0
日증시 1.77% 상승…2만9000선 회복,0
"코스피, 미국발 훈풍에 상승…코스닥 1010선 회복",0
"미중 경제협력 논의, 시장 호재…환율, 사흘째 하락",0
外·기관 매수세에 1000선 회복…‘천슬라 훈풍’,0
"감염자 급감·자민당 승리전망에…닛케이, 2만9000 돌파",0
"美증시 훈풍에 국내 증시 상승세···코스닥 이차전지株 강세에 1,000선 회복",0
개별 기업들의 실적에 따라 주가 차별화 장세 뚜렷,0
"글로벌 위험선호 회복…환율, 사흘째 하락 전망",0
‘천슬라’에 다우·S&P500 최고치…文·이재명 회동 및 靑 국감,0
韓 채권형펀드 하루 동안 635억원 순유입,0
테슬라 '시총 1조달러' 돌파에 들썩...증시 '최고치',0
‘천슬라’된 테슬라 주가 12%↑···S&P도 사상 최고치,0
ECB 통화정책 회의 주시 속 혼조세,0
"넷플릭스, 새 제작사 인수…후속작 기대",0
상승 출발…獨 DAX 0.45%↑,0
"코스피, 외국인·기관 동반 매수에 1% 가까이 상승···미국발 훈풍 영향",0
'외인·기관 사자' 코스피 0.9% 올라 3040선…천스닥 회복,0
日증시 1.77% 상승…2만9000선 회복,0
"코스피, 미국발 훈풍에 상승…코스닥 1010선 회복",0
"미중 경제협력 논의, 시장 호재…환율, 사흘째 하락",0
外·기관 매수세에 1000선 회복…‘천슬라 훈풍’,0
"감염자 급감·자민당 승리전망에…닛케이, 2만9000 돌파",0
"美증시 훈풍에 국내 증시 상승세···코스닥 이차전지株 강세에 1,000선 회복",0
개별 기업들의 실적에 따라 주가 차별화 장세 뚜렷,0
"글로벌 위험선호 회복…환율, 사흘째 하락 전망",0
‘천슬라’에 다우·S&P500 최고치…文·이재명 회동 및 靑 국감,0
韓 채권형펀드 하루 동안 635억원 순유입,0
테슬라 '시총 1조달러' 돌파에 들썩...증시 '최고치',0
‘천슬라’된 테슬라 주가 12%↑···S&P도 사상 최고치,0
ECB 통화정책 회의 주시 속 혼조세,0
코스피 외국인·기관 매도에 3020선…코스닥 게임·엔터주 강세,0
장 초반 하락세…獨 DAX 0.19%↓,0
'외인·기관 팔자' 코스피 3020선 밀려…三電 1%대 하락,0
"""무허가 석탄 창고 단속"" 中·홍콩 증시 급락",0
"코스피, 기관·외국인 매도에 하락…0.8% 내려 3020선",0
증시 하락에 위안화 약세…환율 사흘만에 1170원대,0
외인 홀로 매도에 소폭 하락…이틀째 1000선,0
미국증시는 좋았는데…日·中 줄줄이 하락,0
"""인플레이션 우려 속 국내 증시 개별 종목 장세 예상""",0
美지표 호조에 달러강세…환율 1170원대 타진,0
"美증시 다우·S&P 또 '사상최고치'…최태원·이재명, 노태우 빈소 조문",0
"""실적 좋다"" 美증시 연일 '최고치'...UPS 7%↑",0
韓 채권형펀드 하루새 1917억원 순유출,0
실적호조에 S&P500·다우 또다시 사상 최고치,0
UBS 등 실적 호조에 2개월 만에 최고치,0
코스피 외국인·기관 매도에 3020선…코스닥 게임·엔터주 강세,0
장 초반 하락세…獨 DAX 0.19%↓,0
'외인·기관 팔자' 코스피 3020선 밀려…三電 1%대 하락,0
"""무허가 석탄 창고 단속"" 中·홍콩 증시 급락",0
"코스피, 기관·외국인 매도에 하락…0.8% 내려 3020선",0
증시 하락에 위안화 약세…환율 사흘만에 1170원대,0
외인 홀로 매도에 소폭 하락…이틀째 1000선,0
미국증시는 좋았는데…日·中 줄줄이 하락,0
"""인플레이션 우려 속 국내 증시 개별 종목 장세 예상""",0
美지표 호조에 달러강세…환율 1170원대 타진,0
"美증시 다우·S&P 또 '사상최고치'…최태원·이재명, 노태우 빈소 조문",0
"""실적 좋다"" 美증시 연일 '최고치'...UPS 7%↑",0
韓 채권형펀드 하루새 1917억원 순유출,0
실적호조에 S&P500·다우 또다시 사상 최고치,0
UBS 등 실적 호조에 2개월 만에 최고치,0
"코스피, 3000선 지키며 하락 마감…외국인·기관 동반 매도세",0
장 초반 혼조세…英 FTSE 0.24%↓,0
최고치 행진 멈춘 美 증시…日·中 모두 '하락',0
역외 매도세에 환율 하락 전환…1160원대 후반 약보합,0
코스피 3000선 밀려…SK하이닉스는 5% 상승,0
간신히 1000선 지켜…1% 가까이 하락,0
"코스피, 외인·기관 매도에 하락…3000선 턱걸이",0
G2 갈등 심화·美증시 상승 중단…위축된 심리,0
"코스피, 장 초반 소폭 오름세...시총 상위 종목 대체로 전날보다 주가 상승",0
"업종 쏠림 심한 美증시…""韓증시도 종목장세 여전할 것""",0
주요국 긴축+中리스크…환율 이틀째 상승 전망,0
다우·S&P 최고치 행진 '일단정지'...MS 4%↑,0
韓 채권형펀드 2거래일간 3263억원 순유출,0
뉴욕증시 혼조세 마감·다우·S&P500 하락…'맑음' 일교차 10도 이상,0
다소 김빠진 어닝시즌···S&P -0.51%,0
ECB 금리결정 앞두고 소폭 약세,0
"코스피, 3000선 지키며 하락 마감…외국인·기관 동반 매도세",0
장 초반 혼조세…英 FTSE 0.24%↓,0
최고치 행진 멈춘 美 증시…日·中 모두 '하락',0
역외 매도세에 환율 하락 전환…1160원대 후반 약보합,0
코스피 3000선 밀려…SK하이닉스는 5% 상승,0
간신히 1000선 지켜…1% 가까이 하락,0
"코스피, 외인·기관 매도에 하락…3000선 턱걸이",0
G2 갈등 심화·美증시 상승 중단…위축된 심리,0
"코스피, 장 초반 소폭 오름세...시총 상위 종목 대체로 전날보다 주가 상승",0
"업종 쏠림 심한 美증시…""韓증시도 종목장세 여전할 것""",0
주요국 긴축+中리스크…환율 이틀째 상승 전망,0
다우·S&P 최고치 행진 '일단정지'...MS 4%↑,0
韓 채권형펀드 2거래일간 3263억원 순유출,0
뉴욕증시 혼조세 마감·다우·S&P500 하락…'맑음' 일교차 10도 이상,0
다소 김빠진 어닝시즌···S&P -0.51%,0
ECB 금리결정 앞두고 소폭 약세,0
장 초반 혼조세…英 0.23%↓,0
"라우드 덕 본 MS, 순항 이어질지 주",0
코스피지수 외국인·기관 매수세에 3010선… 삼성전자 7만원 회복,0
대장주 삼성전자 끌자 '삼천피' 회복…코스닥도 '천스닥',0
`FOMC 지켜보자`…환율 1170원대 중반 하락,0
"코스피, 외인 유입에 3000선 회복…다시 `7만전자'",0
1% 넘게 상승…1000선 재돌파,0
보합권 머무는 日·中 증시,0
돌아온 외인·기관에 코스피 '삼천피' 탈환,0
美 신고가 이끈 '테슬라 효과'…국내 증시 영향은?,0
긴축 경계에도 美증시 또 최고…환율 1170원대 중반 예상,0
테슬라 8%·노바백스 15% 급등…美 증시 또 사상 최고치,0
韓 채권형펀드 5거래일간 7094억원 순유출,0
11월 첫날 美증시 '최고치' 행진...테슬라 8.5%↑,0
테슬라 8.49% 급등···S&P·나스닥 사상 최고치 경신,0
FOMC 정례회의 앞두고 상승세,0
장 초반 혼조세…英 0.23%↓,0
"라우드 덕 본 MS, 순항 이어질지 주",0
코스피지수 외국인·기관 매수세에 3010선… 삼성전자 7만원 회복,0
대장주 삼성전자 끌자 '삼천피' 회복…코스닥도 '천스닥',0
`FOMC 지켜보자`…환율 1170원대 중반 하락,0
"코스피, 외인 유입에 3000선 회복…다시 `7만전자'",0
1% 넘게 상승…1000선 재돌파,0
보합권 머무는 日·中 증시,0
돌아온 외인·기관에 코스피 '삼천피' 탈환,0
美 신고가 이끈 '테슬라 효과'…국내 증시 영향은?,0
긴축 경계에도 美증시 또 최고…환율 1170원대 중반 예상,0
테슬라 8%·노바백스 15% 급등…美 증시 또 사상 최고치,0
韓 채권형펀드 5거래일간 7094억원 순유출,0
11월 첫날 美증시 '최고치' 행진...테슬라 8.5%↑,0
테슬라 8.49% 급등···S&P·나스닥 사상 최고치 경신,0
FOMC 정례회의 앞두고 상승세,0
"美 FOMC 결과 소화, 英 지수 0.20%↑",0
"코스피, 상승폭 모두 반납…개인 6000억 차익실현",0
'FOMC 안도' 불구 코스피 0.25% 상승 그쳐…2983.22 마감,0
FOMC 안도감에 상승…닛케이 1개월만에 최고치,0
"코스피, 3000선 하회…차익실현에 상승폭 축소",0
"美 테이퍼링 '도비시'의 재해석…환율, 이틀째 상승",0
"개인·외인 동반 매도에 이틀째 하락, '1000선' 턱걸이",0
美 FOMC 안도감에 상승세,0
FOMC 불확실성 해소에 코스피 1% 가까이 올라···시총 상위 종목 '빨간불',0
테이퍼링에도 파월은 비둘기…하루 만에 1170원대 복귀 시도,0
美금리 인상 불확실성 완화…韓증시 상승탄력 받나,0
'금리인상 멀었네' 美증시 3대지수 '최고치↑',0
美 3대지수 나흘째 최고치…'대장동 의혹' 김만배·남욱 구속,0
韓 채권형펀드 하루만에 1451억원 순유입,0
테이퍼링에도 S&P·나스닥 또 사상 최고치···3대 지수 고고,0
파리 증시 이틀 연속 21년만에 최고치,0
"美 FOMC 결과 소화, 英 지수 0.20%↑",0
"코스피, 상승폭 모두 반납…개인 6000억 차익실현",0
'FOMC 안도' 불구 코스피 0.25% 상승 그쳐…2983.22 마감,0
FOMC 안도감에 상승…닛케이 1개월만에 최고치,0
"코스피, 3000선 하회…차익실현에 상승폭 축소",0
"美 테이퍼링 '도비시'의 재해석…환율, 이틀째 상승",0
"개인·외인 동반 매도에 이틀째 하락, '1000선' 턱걸이",0
美 FOMC 안도감에 상승세,0
FOMC 불확실성 해소에 코스피 1% 가까이 올라···시총 상위 종목 '빨간불',0
테이퍼링에도 파월은 비둘기…하루 만에 1170원대 복귀 시도,0
美금리 인상 불확실성 완화…韓증시 상승탄력 받나,0
'금리인상 멀었네' 美증시 3대지수 '최고치↑',0
美 3대지수 나흘째 최고치…'대장동 의혹' 김만배·남욱 구속,0
韓 채권형펀드 하루만에 1451억원 순유입,0
테이퍼링에도 S&P·나스닥 또 사상 최고치···3대 지수 고고,0
파리 증시 이틀 연속 21년만에 최고치,0
초반 주요 증시 상승세…英 0.26%↑,0
기관 ‘팔자’에 코스피 하락 반전…3000선 밑돌며 마감,0
'모멘텀 부재' 코스피 0.47%↓ 2969선 후퇴,0
"""제2의 헝다 사태?"" 우려…亞 대부분 하락",0
"코스피, 기관 매도에 하락…2960선 '뒷걸음'",0
개인 나홀로 팔자에 약보합…1001선,0
"美 고용지표 앞두고 관망세…환율, 사흘째 상승",0
"""美 금리인상까진 멀었다""…은행주 중심 하락",0
"영란은행 금리 동결發 달러 강세…환율, 1190원 노크 시도",0
FOMC 소화하며 美증시 신고가…韓증시는 또 종목장세 전망,0
뉴욕증시 혼조 속 S&P500·나스닥 최고치…국제유가 하락,0
'비둘기 연준' 안도감에 '최고치' 행진...퀄컴 12%↑,0
“내년은 멀었다”···S&P500·나스닥 또 최고치,0
금리인상 저속전망 안도…독일 DAX 역대 최고치,0
초반 주요 증시 상승세…英 0.26%↑,0
기관 ‘팔자’에 코스피 하락 반전…3000선 밑돌며 마감,0
'모멘텀 부재' 코스피 0.47%↓ 2969선 후퇴,0
"""제2의 헝다 사태?"" 우려…亞 대부분 하락",0
"코스피, 기관 매도에 하락…2960선 '뒷걸음'",0
개인 나홀로 팔자에 약보합…1001선,0
"美 고용지표 앞두고 관망세…환율, 사흘째 상승",0
"""美 금리인상까진 멀었다""…은행주 중심 하락",0
"영란은행 금리 동결發 달러 강세…환율, 1190원 노크 시도",0
FOMC 소화하며 美증시 신고가…韓증시는 또 종목장세 전망,0
뉴욕증시 혼조 속 S&P500·나스닥 최고치…국제유가 하락,0
'비둘기 연준' 안도감에 '최고치' 행진...퀄컴 12%↑,0
“내년은 멀었다”···S&P500·나스닥 또 최고치,0
금리인상 저속전망 안도…독일 DAX 역대 최고치,0
'위드코로나'에 에어비앤비 사상최대 매출,0
기관 홀로 ‘사자’ 속 코스피 2960선 마감…코스닥 0.62% 상승,0
코스피 강보합 2960선 마감…리오프닝株 약세 전환,0
달러약세+코스피상승…환율 닷새만에 1170원대 하락,0
"코스피, 기관 매수에 강보합…소폭 올라 2960선",0
외국인 순매수에 1000선 상승…6거래일째 사수,0
뉴욕증시 최고치에 힘 입은 日증시,0
"코스피, 美 증시 최고 기록 경신에 힘입어 반등 성공",0
인프라법 통과에 美증시 최고…환율 이틀째 하락할 듯,0
美국경개방·인프라案 통과 '환호'...'또 최고치'[뉴욕마감](종합),0
'인프라'와 '메타버스' 주목,0
韓 채권형펀드 3거래일간 5400억원 순유출,0
"뉴욕증시, 인프라 법안 통과에 '신고가'…요소수 매점매석 '합동단속'",0
'인프라 지출안' 통과에 '환호'...3대지수 '최고치↑',0
"유동성 장세에 인프라 법안 효과···S&P 4,700 첫 돌파 사상 최고치",0
지난주 랠리 이후 숨고르기…프랑스 CAC 최고치,0
'위드코로나'에 에어비앤비 사상최대 매출,0
기관 홀로 ‘사자’ 속 코스피 2960선 마감…코스닥 0.62% 상승,0
코스피 강보합 2960선 마감…리오프닝株 약세 전환,0
달러약세+코스피상승…환율 닷새만에 1170원대 하락,0
"코스피, 기관 매수에 강보합…소폭 올라 2960선",0
외국인 순매수에 1000선 상승…6거래일째 사수,0
뉴욕증시 최고치에 힘 입은 日증시,0
"코스피, 美 증시 최고 기록 경신에 힘입어 반등 성공",0
인프라법 통과에 美증시 최고…환율 이틀째 하락할 듯,0
美국경개방·인프라案 통과 '환호'...'또 최고치'[뉴욕마감](종합),0
'인프라'와 '메타버스' 주목,0
韓 채권형펀드 3거래일간 5400억원 순유출,0
"뉴욕증시, 인프라 법안 통과에 '신고가'…요소수 매점매석 '합동단속'",0
'인프라 지출안' 통과에 '환호'...3대지수 '최고치↑',0
"유동성 장세에 인프라 법안 효과···S&P 4,700 첫 돌파 사상 최고치",0
지난주 랠리 이후 숨고르기…프랑스 CAC 최고치,0
"코스피, 美·中 인플레이션 우려에 1% 넘게 하락",0
인플레이션에 짓눌렸다…日닛케이·中상하이 동반 하락,0
"코스피, 인플레 부담에 1% 내려 2930선…코스닥 2%↓",0
"코스피, 2930선서 턱걸이…전문가 ""투심 악화""",0
강달러 전환+국내증시 부진…이틀 만에 1180원대 복귀,0
2% 하락 마감…7일 만에 '1000선' 아래로,0
뉴욕증시 하락에 투심 동반 위축,0
"물가 우려에 위험선호 위축…환율, 사흘만에 상승 전망",0
"최고가 랠리 멈춘 美증시...""국내 증시도 영향...하락 출발 전망""",0
인플레 우려에 '최고치 행진' 멈췄다…테슬라 12%↓,0
"바이든-시진핑, 내주 '첫 정상회담'…테슬라 주가 12% 급락",0
韓 채권형펀드 4거래일간 7881억원 순유출,0
CPI 발표 앞두고 S&P -0.35%···테슬라 12% 폭락,0
관망세 속 일제히 소폭 하락,0
"코스피, 美·中 인플레이션 우려에 1% 넘게 하락",0
인플레이션에 짓눌렸다…日닛케이·中상하이 동반 하락,0
"코스피, 인플레 부담에 1% 내려 2930선…코스닥 2%↓",0
"코스피, 2930선서 턱걸이…전문가 ""투심 악화""",0
강달러 전환+국내증시 부진…이틀 만에 1180원대 복귀,0
2% 하락 마감…7일 만에 '1000선' 아래로,0
뉴욕증시 하락에 투심 동반 위축,0
"물가 우려에 위험선호 위축…환율, 사흘만에 상승 전망",0
"최고가 랠리 멈춘 美증시...""국내 증시도 영향...하락 출발 전망""",0
인플레 우려에 '최고치 행진' 멈췄다…테슬라 12%↓,0
"바이든-시진핑, 내주 '첫 정상회담'…테슬라 주가 12% 급락",0
韓 채권형펀드 4거래일간 7881억원 순유출,0
CPI 발표 앞두고 S&P -0.35%···테슬라 12% 폭락,0
관망세 속 일제히 소폭 하락,0
상승세 출발…영국 FTSE100 지수 0.03%↑,0
코스피 ‘3000선’ 턱밑…셀트리온 삼형제 강세,0
미중 정상회담 앞두고 혼조세,0
외인·기관 '사자' 코스피 1%↑ 3000선 턱밑…반도체株 강세,0
"국내증시 1%대 반등…환율, 1170원대 중후반 하락",0
코스피 3000선 코앞…셀트리온 3형제 급등,0
제약·메타버스 등 성장주 강세에 2% 가까이 상승,0
3분기 GDP 마이너스에도…日 0.49% 상승,0
코스피 외국인 '사자'에 상승···시총상위주도 '빨간불',0
대외 요소 영향력↑…업종간 차별화 전망,0
"증시 반등+달러 약세…환율, 1170원대 하락 예상",0
韓 채권형펀드 하루새 2438억원 순유출,0
상승세 출발…영국 FTSE100 지수 0.03%↑,0
코스피 ‘3000선’ 턱밑…셀트리온 삼형제 강세,0
미중 정상회담 앞두고 혼조세,0
외인·기관 '사자' 코스피 1%↑ 3000선 턱밑…반도체株 강세,0
"국내증시 1%대 반등…환율, 1170원대 중후반 하락",0
코스피 3000선 코앞…셀트리온 3형제 급등,0
제약·메타버스 등 성장주 강세에 2% 가까이 상승,0
3분기 GDP 마이너스에도…日 0.49% 상승,0
코스피 외국인 '사자'에 상승···시총상위주도 '빨간불',0
대외 요소 영향력↑…업종간 차별화 전망,0
"증시 반등+달러 약세…환율, 1170원대 하락 예상",0
韓 채권형펀드 하루새 2438억원 순유출,0
초반 일제히 상승세…英 0.11%↑,0
"AMD, 인텔마저 위협…한달새 25% 올라",0
"코스피 약보합 마감···개인, 사흘 연속 순매도",0
"코스피, 약보합 2997.21 마감…코스닥은 0.62% 상승",0
"美中 회담 기대 되돌림, 달러 강세…환율, 나흘만 상승 전",0
미·중 정상회담 기대감에도…3000선 넘지 못한 코스피,0
외국인 매수세에 나흘째 상승…게임株 강세,0
큰 기대는 없는 미중 정상회담…강보합세,0
코스피 장중 소폭 약세...외국인·기관 매도세,0
"美증시, 국채금리 상승에 '숨 고르기'...""韓 증시도 쉬어갈 듯""",0
인플레 우려 보합…버핏은 올해 40% 뛴 종목 더 사뒀다[뉴욕마감](종합),0
인플레 우려에 美금리 1.6%…환율 1180원대 상승 전망,0
머스크 '입방정'에 '천슬라' 턱걸이…美 증시 약보합,0
韓 채권형펀드 하루새 4629억원 순유입,0
"증시 '숨고르기', 국채금리 1.6% 'UP'...보잉 5%↑",0
美 10년물 국채금리 1.6% 돌파···나스닥 소폭 하락,0
ECB 총재의 긴축 우려 불식 발언에 독·프 역대 최고,0
초반 일제히 상승세…英 0.11%↑,0
"AMD, 인텔마저 위협…한달새 25% 올라",0
"코스피 약보합 마감···개인, 사흘 연속 순매도",0
"코스피, 약보합 2997.21 마감…코스닥은 0.62% 상승",0
"美中 회담 기대 되돌림, 달러 강세…환율, 나흘만 상승 전",0
미·중 정상회담 기대감에도…3000선 넘지 못한 코스피,0
외국인 매수세에 나흘째 상승…게임株 강세,0
큰 기대는 없는 미중 정상회담…강보합세,0
코스피 장중 소폭 약세...외국인·기관 매도세,0
"美증시, 국채금리 상승에 '숨 고르기'...""韓 증시도 쉬어갈 듯""",0
인플레 우려 보합…버핏은 올해 40% 뛴 종목 더 사뒀다[뉴욕마감](종합),0
인플레 우려에 美금리 1.6%…환율 1180원대 상승 전망,0
머스크 '입방정'에 '천슬라' 턱걸이…美 증시 약보합,0
韓 채권형펀드 하루새 4629억원 순유입,0
"증시 '숨고르기', 국채금리 1.6% 'UP'...보잉 5%↑",0
美 10년물 국채금리 1.6% 돌파···나스닥 소폭 하락,0
ECB 총재의 긴축 우려 불식 발언에 독·프 역대 최고,0
초반 보합권…英 0.25%↓,0
"日증시, 차익 실현 매도에 하락",0
"코스피, 1% 넘게 하락…기관 순매도에 ‘출렁’",0
"코스피, 기관 매도에 1.1%↓ 2960선…코스닥 0.42%↓",0
"율, 1180원 초반 상승…네고 물량에 상승폭 줄여",0
"코스피, 인플레 우려에 1.12%↓…코스닥 '약보합'",0
외인 홀로 매도에 소폭 하락…1030선 유지,0
"""다음달 15일 美정부 디폴트?""",0
"기관 매도 폭탄에 코스피 3,000선 탈환 또 좌절",0
위험자산 선호 심리 확대…국내 증시 3000선 탈환할까,0
깜짝 소비지표에 强달러…환율 1180원대 초중반 전망,0
'소비 살아있다' 증시 강세...'EV' 루시드 급등[뉴욕마감](종합),0
"美증시, 지표 호조에 3대 지수 상승…오늘 수능 예비 소집",0
韓 채권형펀드 하루만에 993억원 순유출,0
美소매판매 강세에 증시↑...'전기차' 루시드 23%↑,0
인플레에도 美 소매 실적 강세에 S&P 0.39%↑,0
독일·프랑스 또 역대 최고치 경신…영국은 하락,0
초반 보합권…英 0.25%↓,0
"日증시, 차익 실현 매도에 하락",0
"코스피, 1% 넘게 하락…기관 순매도에 ‘출렁’",0
"코스피, 기관 매도에 1.1%↓ 2960선…코스닥 0.42%↓",0
"율, 1180원 초반 상승…네고 물량에 상승폭 줄여",0
"코스피, 인플레 우려에 1.12%↓…코스닥 '약보합'",0
외인 홀로 매도에 소폭 하락…1030선 유지,0
"""다음달 15일 美정부 디폴트?""",0
"기관 매도 폭탄에 코스피 3,000선 탈환 또 좌절",0
위험자산 선호 심리 확대…국내 증시 3000선 탈환할까,0
깜짝 소비지표에 强달러…환율 1180원대 초중반 전망,0
'소비 살아있다' 증시 강세...'EV' 루시드 급등[뉴욕마감](종합),0
"美증시, 지표 호조에 3대 지수 상승…오늘 수능 예비 소집",0
韓 채권형펀드 하루만에 993억원 순유출,0
美소매판매 강세에 증시↑...'전기차' 루시드 23%↑,0
인플레에도 美 소매 실적 강세에 S&P 0.39%↑,0
독일·프랑스 또 역대 최고치 경신…영국은 하락,0
초반 상승세…英 0.25%↑,0
삼성전자·SK하이닉스 덕에 급등한 코스피···메타버스 관련주는 급락,0
코로나 재확산에 세계경제 둔화 우려 '혼조',0
'반도체株 날았다' 코스피 3010선 회복…三電 시총 22조↑,0
"네고 물량의 우위…환율, 1180원대 약보합",0
"코스피, 외인·기관 동반 매수에 3000선 회복",0
약 1% 하락해 1030선…오락·게임株 '뚝뚝',0
"닛케이, 코로나 재확산 인한 경기 우려에 0.23%↓",0
"코로나19 재확산 우려에 달러 강세…환율, 1190원대 상승 시도",0
매파적 연준에 투심 위축…반도체·전기차는 강세 가능성,0
해외 주식형펀드 3거래일간 1450억원 순유입,0
초반 상승세…英 0.25%↑,0
삼성전자·SK하이닉스 덕에 급등한 코스피···메타버스 관련주는 급락,0
코로나 재확산에 세계경제 둔화 우려 '혼조',0
'반도체株 날았다' 코스피 3010선 회복…三電 시총 22조↑,0
"네고 물량의 우위…환율, 1180원대 약보합",0
"코스피, 외인·기관 동반 매수에 3000선 회복",0
약 1% 하락해 1030선…오락·게임株 '뚝뚝',0
"닛케이, 코로나 재확산 인한 경기 우려에 0.23%↓",0
"코로나19 재확산 우려에 달러 강세…환율, 1190원대 상승 시도",0
매파적 연준에 투심 위축…반도체·전기차는 강세 가능성,0
해외 주식형펀드 3거래일간 1450억원 순유입,0
코로나 재확산 우려…유로스톡스50 1.13% ↓,0
주택 개조 수요에 홈디포 3분기 매출 '쑥',0
기관 매도세에 코스피 3000선 밑으로 하락,0
중화권 '혼조'…日증시 휴장,0
"코스피, 기관 '팔자'에 2990선 밀려…三電 7.5만 회복",0
"코스피, 기관 매도세에 하루만에 3000선 후퇴",0
"글로벌 달러 강세…환율, 5원 가량 올라 1180원대 후반 상승",0
기관 홀로 매도에 이틀째 하락… '1010선',0
중화권 혼조… 일본은 휴장,0
"코스피 3,000선 턱걸이...대형주 동반 약세 전환",0
다시 지명된 파월…美 Fed 앞에 놓인 인플레이션,0
"팬데믹 재확산+연준 긴축 우려…환율, 1190원대 상승 재시도",0
"'연임' 파월이 외친 ""인플레""…금리인상 우려 나스닥 급락[뉴욕마감](종합)",0
해외 주식형펀드 4거래일간 1666억원 순유입,0
"뉴욕증시, 파월 연임 결정에도 혼조…BTS, 그래미상 후보 유력",0
"'비둘기' 파월, 연준 의장 한 번 더…은행주 일제 상승",0
파월 연임에도 국채금리 급등에 나스닥 -1.26%,0
코로나 재확산 우려…유로스톡스50 1.13% ↓,0
주택 개조 수요에 홈디포 3분기 매출 '쑥',0
기관 매도세에 코스피 3000선 밑으로 하락,0
중화권 '혼조'…日증시 휴장,0
"코스피, 기관 '팔자'에 2990선 밀려…三電 7.5만 회복",0
"코스피, 기관 매도세에 하루만에 3000선 후퇴",0
"글로벌 달러 강세…환율, 5원 가량 올라 1180원대 후반 상승",0
기관 홀로 매도에 이틀째 하락… '1010선',0
중화권 혼조… 일본은 휴장,0
"코스피 3,000선 턱걸이...대형주 동반 약세 전환",0
다시 지명된 파월…美 Fed 앞에 놓인 인플레이션,0
"팬데믹 재확산+연준 긴축 우려…환율, 1190원대 상승 재시도",0
"'연임' 파월이 외친 ""인플레""…금리인상 우려 나스닥 급락[뉴욕마감](종합)",0
해외 주식형펀드 4거래일간 1666억원 순유입,0
"뉴욕증시, 파월 연임 결정에도 혼조…BTS, 그래미상 후보 유력",0
"'비둘기' 파월, 연준 의장 한 번 더…은행주 일제 상승",0
파월 연임에도 국채금리 급등에 나스닥 -1.26%,0
장 초반 일제히 상승세…英 0.5% ↑,0
기관 ‘팔자’에 코스피 하락 마감…3000선 내줘,0
코스피 약보합 2990선 마감…외인 반도체株 매수 지속,0
美국채금리 상승에 발목잡힌 日증시,0
달러 강세 잦아들어…환율 1180원대 중반 하락,0
"코스피, 기관 매도세에 2990선 약세",0
外·기관 매수세에 상승…1020선 회복,0
"美 기술주 하락, 국내 증시도 부담…""최근 낙폭 종목은 반발 매수""",0
"미 국채 10년물 1.6% 후반…환율, 이틀째 상승 출발 전망",0
국채금리 '껑충'...기술주↓...줌 14% '뚝'[뉴욕마감](종합),0
"""너무 풀었나"" 오늘 확진자 4000명 안팎…썰렁한 전두환 빈소",0
국내 주식형펀드 하루동안 1552억원 순유출,0
"""금리인상 다가온다""...기술주↓은행·에너지↑",0
10년물 국채금리 상승에 나스닥 -0.50%,0
장 초반 일제히 상승세…英 0.5% ↑,0
기관 ‘팔자’에 코스피 하락 마감…3000선 내줘,0
코스피 약보합 2990선 마감…외인 반도체株 매수 지속,0
美국채금리 상승에 발목잡힌 日증시,0
달러 강세 잦아들어…환율 1180원대 중반 하락,0
"코스피, 기관 매도세에 2990선 약세",0
外·기관 매수세에 상승…1020선 회복,0
"美 기술주 하락, 국내 증시도 부담…""최근 낙폭 종목은 반발 매수""",0
"미 국채 10년물 1.6% 후반…환율, 이틀째 상승 출발 전망",0
국채금리 '껑충'...기술주↓...줌 14% '뚝'[뉴욕마감](종합),0
"""너무 풀었나"" 오늘 확진자 4000명 안팎…썰렁한 전두환 빈소",0
국내 주식형펀드 하루동안 1552억원 순유출,0
"""금리인상 다가온다""...기술주↓은행·에너지↑",0
10년물 국채금리 상승에 나스닥 -0.50%,0
장 초반 일제히 상승세…英 0.08%↑,0
금리 악재… 기관·외국인 매도에 코스피 2980 마감,0
'빅테크 때리기'에 주춤한 中증시,0
"美긴축 우려+국내증시 하락…환율, 한달여만에 1190원 상승",0
"코스피, 기준금리 인상에 2980대까지 밀려",0
'기관·외인 팔자'에 코스피 3일째 하락 2980선 마감,0
외인 팔자에 하루 만에 하락…1015선,0
반발 매수세에 뛴 日 증시…닛케이 0.68%↑,0
"코스피, 외국인·기관 순매도에 2,980선 하락...삼전·SK하닉도 약세",0
